,soltype
3864,Published Confirmed
3865,Published Confirmed
3866,Published Confirmed
3867,Published Confirmed
3868,Published Confirmed
3869,Published Confirmed
3870,Published Confirmed
3871,TESS Project Candidate
3872,Published Confirmed
3873,Published Confirmed
3874,TESS Project Candidate
3875,Published Confirmed
3876,Published Confirmed
3877,Published Confirmed
3878,Published Confirmed
3879,Published Confirmed
3880,Published Confirmed
3881,Published Confirmed
3882,Published Confirmed
3883,Published Confirmed
3884,Published Confirmed
3885,Published Confirmed
3886,TESS Project Candidate
3887,Published Confirmed
3888,Published Confirmed
3889,Published Confirmed
3890,Published Confirmed
3891,TESS Project Candidate
3892,TESS Project Candidate
3893,Published Confirmed
3894,Published Confirmed
3895,Published Confirmed
3896,Published Confirmed
3897,TESS Project Candidate
3898,Published Confirmed
3899,Published Confirmed
3900,Published Confirmed
3901,Published Confirmed
3902,Published Confirmed
3903,Published Confirmed
3904,Published Confirmed
3905,Published Confirmed
3906,Published Confirmed
3907,Published Confirmed
3908,Published Confirmed
3909,Published Confirmed
3910,Published Confirmed
3911,Published Confirmed
3912,Published Confirmed
3913,Published Confirmed
3914,Published Confirmed
3915,Published Confirmed
3916,TESS Project Candidate
3917,Published Confirmed
3918,TESS Project Candidate
3919,Published Confirmed
3920,TESS Project Candidate
3921,Published Confirmed
3922,Published Confirmed
3923,Published Confirmed
3924,Published Confirmed
3925,Published Confirmed
3926,Published Confirmed
3927,Published Confirmed
3928,Published Confirmed
3929,Published Confirmed
3930,Published Confirmed
3931,Published Confirmed
3932,Published Confirmed
3933,Published Confirmed
3934,Published Confirmed
3935,Published Confirmed
3936,Published Confirmed
3937,Published Confirmed
3938,Published Confirmed
3939,Published Confirmed
3940,Published Confirmed
3941,Published Confirmed
3942,Published Confirmed
3943,Published Confirmed
3944,Published Confirmed
3945,Published Confirmed
3946,Published Candidate
3947,Published Candidate
3948,Published Candidate
3949,Published Confirmed
3950,Published Confirmed
3951,Published Candidate
3952,Published Candidate
3953,Published Candidate
3954,Published Candidate
3955,Published Confirmed
3956,Published Confirmed
3957,TESS Project Candidate
3958,Published Candidate
3959,Published Candidate
3960,Published Confirmed
3961,Published Candidate
3962,Published Candidate
3963,Published Confirmed
3964,Published Candidate
3965,Published Confirmed
3966,Published Candidate
3967,Published Candidate
3968,Published Confirmed
3969,Published Candidate
3970,Published Confirmed
3971,Published Confirmed
3972,Published Candidate
3973,Published Confirmed
3974,Published Candidate
3975,Published Candidate
3976,Published Candidate
3977,Published Candidate
3978,Published Candidate
3979,Published Candidate
3980,TESS Project Candidate
3981,Published Confirmed
3982,Published Candidate
3983,Published Confirmed
3984,Published Confirmed
3985,Published Confirmed
3986,Published Confirmed
3987,Published Confirmed
3988,Published Confirmed
3989,Published Confirmed
3990,Published Candidate
3991,Published Candidate
3992,Published Candidate
3993,Published Confirmed
3994,Published Confirmed
3995,Published Candidate
3996,Published Candidate
3997,Published Confirmed
3998,Published Candidate
3999,TESS Project Candidate
4000,Published Confirmed
4001,Published Candidate
4002,Published Candidate
4003,Published Confirmed
4004,Published Confirmed
4005,Published Candidate
4006,Published Candidate
4007,Published Candidate
4008,Published Confirmed
4009,Published Candidate
4010,Published Confirmed
4011,Published Confirmed
4012,Published Confirmed
4013,Published Candidate
4014,Published Confirmed
4015,Published Candidate
4016,Published Confirmed
4017,Published Confirmed
4018,Published Confirmed
4019,Published Confirmed
4020,Published Confirmed
4021,Published Confirmed
4022,Published Candidate
4023,Published Confirmed
4024,Published Candidate
4025,TESS Project Candidate
4026,Published Candidate
4027,TESS Project Candidate
4028,Published Confirmed
4029,Published Confirmed
4030,Published Candidate
4031,Published Confirmed
4032,Published Candidate
4033,Published Confirmed
4034,Published Candidate
4035,Published Confirmed
4036,Published Candidate
4037,TESS Project Candidate
4038,Published Confirmed
4039,Published Candidate
4040,Published Confirmed
4041,Published Confirmed
4042,Published Candidate
4043,Published Confirmed
4044,Published Candidate
4045,Published Candidate
4046,Published Confirmed
4047,Published Confirmed
4048,Published Confirmed
4049,Published Candidate
4050,Published Confirmed
4051,Published Candidate
4052,TESS Project Candidate
4053,Published Candidate
4054,Published Confirmed
4055,Published Candidate
4056,Published Confirmed
4057,Published Confirmed
4058,Published Candidate
4059,Published Candidate
4060,Published Confirmed
4061,Published Confirmed
4062,Published Confirmed
4063,Published Candidate
4064,Published Candidate
4065,Published Confirmed
4066,Published Confirmed
4067,Published Candidate
4068,Published Candidate
4069,Published Candidate
4070,Published Confirmed
4071,Published Confirmed
4072,Published Candidate
4073,Published Confirmed
4074,Published Candidate
4075,Published Confirmed
4076,Published Candidate
4077,Published Confirmed
4078,Published Candidate
4079,Published Candidate
4080,Published Candidate
4081,Published Confirmed
4082,TESS Project Candidate
4083,Published Confirmed
4084,Published Confirmed
4085,Published Confirmed
4086,Published Candidate
4087,Published Candidate
4088,Published Confirmed
4089,Published Confirmed
4090,Published Candidate
4091,Published Candidate
4092,Published Confirmed
4093,Published Candidate
4094,Published Confirmed
4095,Published Candidate
4096,Published Confirmed
4097,Published Confirmed
4098,Published Candidate
4099,Published Candidate
4100,Published Confirmed
4101,Published Candidate
4102,Published Confirmed
4103,Published Candidate
4104,Published Candidate
4105,Published Confirmed
4106,Published Candidate
4107,Published Candidate
4108,Published Candidate
4109,Published Candidate
4110,Published Confirmed
4111,Published Confirmed
4112,Published Confirmed
4113,Published Confirmed
4114,Published Candidate
4115,Published Confirmed
4116,Published Candidate
4117,Published Confirmed
4118,Published Candidate
4119,Published Candidate
4120,Published Confirmed
4121,Published Candidate
4122,Published Confirmed
4123,Published Candidate
4124,Published Candidate
4125,Published Confirmed
4126,Published Confirmed
4127,Published Candidate
4128,Published Candidate
4129,Published Confirmed
4130,Published Candidate
4131,Published Confirmed
4132,Published Confirmed
4133,Published Confirmed
4134,Published Candidate
4135,Published Confirmed
4136,Published Confirmed
4137,Published Confirmed
4138,TESS Project Candidate
4139,Published Confirmed
4140,Published Confirmed
4141,Published Confirmed
4142,Published Confirmed
4143,Published Confirmed
4144,Published Confirmed
4145,Published Confirmed
4146,Published Confirmed
4147,TESS Project Candidate
4148,Published Confirmed
4149,Published Confirmed
4150,Published Confirmed
4151,Published Confirmed
4152,Published Confirmed
4153,Published Confirmed
4154,Published Confirmed
4155,TESS Project Candidate
4156,Published Confirmed
4157,Published Confirmed
4158,Published Confirmed
4159,Published Confirmed
4160,Published Confirmed
4161,Published Confirmed
4162,TESS Project Candidate
4163,Published Confirmed
4164,Published Confirmed
4165,Published Confirmed
4166,Published Confirmed
4167,Published Confirmed
4168,Published Confirmed
4169,Published Confirmed
4170,Published Confirmed
4171,Published Confirmed
4172,Published Confirmed
4173,Published Confirmed
4174,Published Confirmed
4175,Published Confirmed
4176,Published Confirmed
4177,Published Confirmed
4178,Published Confirmed
4179,Published Confirmed
4180,Published Confirmed
4181,Published Confirmed
4182,Published Confirmed
4183,TESS Project Candidate
4184,Published Confirmed
4185,Published Confirmed
4186,Published Confirmed
4187,Published Confirmed
4188,Published Confirmed
4189,Published Confirmed
4190,Published Candidate
4191,Published Candidate
4192,Published Confirmed
4193,Published Confirmed
4194,Published Confirmed
4195,Published Candidate
4196,Published Candidate
4197,Published Confirmed
4198,Published Confirmed
4199,Published Confirmed
4200,Published Confirmed
4201,Published Confirmed
4202,Published Confirmed
4203,Published Confirmed
4204,Published Confirmed
4205,Published Confirmed
4206,TESS Project Candidate
4207,Published Confirmed
4208,Published Confirmed
4209,Published Confirmed
4210,Published Confirmed
4211,Published Confirmed
4212,Published Candidate
4213,Published Confirmed
4214,Published Candidate
4215,Published Candidate
4216,Published Confirmed
4217,Published Candidate
4218,Published Candidate
4219,Published Confirmed
4220,Published Confirmed
4221,Published Confirmed
4222,Published Confirmed
4223,Published Candidate
4224,Published Confirmed
4225,Published Confirmed
4226,Published Candidate
4227,Published Candidate
4228,Published Confirmed
4229,Published Confirmed
4230,Published Candidate
4231,Published Confirmed
4232,Published Confirmed
4233,Published Candidate
4234,Published Confirmed
4235,Published Candidate
4236,Published Confirmed
4237,Published Candidate
4238,Published Candidate
4239,Published Candidate
4240,Published Confirmed
4241,Published Confirmed
4242,Published Confirmed
4243,Published Confirmed
4244,Published Confirmed
4245,Published Confirmed
4246,Published Confirmed
4247,Published Confirmed
4248,Published Confirmed
4249,Published Confirmed
4250,Published Confirmed
4251,Published Confirmed
4252,Published Confirmed
4253,Published Confirmed
4254,Published Confirmed
4255,TESS Project Candidate
4256,Published Confirmed
4257,Published Confirmed
4258,Published Confirmed
4259,Published Confirmed
4260,Published Confirmed
4261,Published Confirmed
4262,Published Confirmed
4263,Published Confirmed
4264,Published Confirmed
4265,Published Confirmed
4266,Published Confirmed
4267,Published Confirmed
4268,Published Confirmed
4269,Published Confirmed
4270,Published Candidate
4271,Published Candidate
4272,Published Confirmed
4273,Published Confirmed
4274,Published Candidate
4275,Published Candidate
4276,Published Confirmed
4277,Published Confirmed
4278,Published Confirmed
4279,Published Confirmed
4280,Published Confirmed
4281,Published Confirmed
4282,Published Confirmed
4283,Published Confirmed
4284,Published Candidate
4285,Published Candidate
4286,Published Confirmed
4287,Published Confirmed
4288,Published Confirmed
4289,TESS Project Candidate
4290,Published Confirmed
4291,Published Confirmed
4292,Published Confirmed
4293,Published Confirmed
4294,TESS Project Candidate
4295,Published Candidate
4296,Published Confirmed
4297,Published Confirmed
4298,Published Confirmed
4299,Published Candidate
4300,Published Confirmed
4301,Published Candidate
4302,Published Confirmed
4303,Published Candidate
4304,Published Candidate
4305,Published Confirmed
4306,Published Candidate
4307,Published Confirmed
4308,Published Candidate
4309,Published Confirmed
4310,Published Confirmed
4311,Published Candidate
4312,Published Confirmed
4313,Published Candidate
4314,Published Candidate
4315,Published Candidate
4316,Published Confirmed
4317,Published Confirmed
4318,Published Candidate
4319,Published Candidate
4320,Published Confirmed
4321,Published Candidate
4322,Published Candidate
4323,Published Candidate
4324,Published Candidate
4325,Published Candidate
4326,Published Confirmed
4327,Published Candidate
4328,Published Confirmed
4329,TESS Project Candidate
4330,Published Confirmed
4331,Published Candidate
4332,Published Candidate
4333,Published Confirmed
4334,Published Candidate
4335,Published Candidate
4336,Published Confirmed
4337,Published Candidate
4338,Published Confirmed
4339,Published Confirmed
4340,Published Candidate
4341,Published Confirmed
4342,TESS Project Candidate
4343,Published Candidate
4344,Published Candidate
4345,Published Confirmed
4346,Published Candidate
4347,Published Confirmed
4348,Published Candidate
4349,TESS Project Candidate
4350,Published Confirmed
4351,Published Confirmed
4352,Published Confirmed
4353,Published Confirmed
4354,Published Candidate
4355,Published Confirmed
4356,Published Confirmed
4357,Published Candidate
4358,Published Confirmed
4359,TESS Project Candidate
4360,Published Confirmed
4361,Published Candidate
4362,Published Confirmed
4363,Published Confirmed
4364,Published Candidate
4365,Published Candidate
4366,Published Candidate
4367,Published Confirmed
4368,Published Candidate
4369,Published Confirmed
4370,Published Candidate
4371,Published Candidate
4372,Published Confirmed
4373,Published Confirmed
4374,Published Candidate
4375,TESS Project Candidate
4376,Published Confirmed
4377,Published Candidate
4378,Published Confirmed
4379,Published Candidate
4380,Published Confirmed
4381,Published Confirmed
4382,Published Candidate
4383,Published Candidate
4384,Published Confirmed
4385,Published Candidate
4386,Published Candidate
4387,Published Candidate
4388,Published Confirmed
4389,Published Confirmed
4390,Published Candidate
4391,Published Confirmed
